person_sex,black,parent_edu_college,birth_underweight,birth_age,edu_college,mother_marital_at_birth,prt_inc,hh_inc_at_30,hh_inc_at_31,hh_inc_at_32,hh_inc_at_33,hh_inc_at_34,hh_inc_at_35
1,0,0,1,22,0,1,42456.822058048,24631.9018404908,NaN,22607.4332171893,NaN,22234.5747637576,NaN
1,0,0,0,39.5,0,1,9325.22023186865,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,37.5,1,1,10172.2737233373,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,29.5,1,1,61532.3224280719,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,33.5,0,1,61532.3224280719,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31.5,0,1,50048.8766700633,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,36.5,0,1,50048.8766700633,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31.5,0,1,13883.9460619183,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,33.5,0,1,67319.647212049,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,34.5,0,2,22646.2620412783,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,31.5,0,1,33609.32413479,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,37.5,0,1,27595.5829615812,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,34.5,0,1,7010.03009752783,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,39.5,0,1,33083.7826729923,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,29.5,0,1,25131.7066354269,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,34.5,0,1,25131.7066354269,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,32.5,0,1,106003.134251973,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,34.5,0,1,106003.134251973,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,32.5,0,1,21512.1605929365,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,40.5,1,1,77575.7682257263,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,36.5,0,1,22421.434904102,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,32.5,0,2,27862.3341752362,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,33.5,0,1,27862.3341752362,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,1,35.5,0,1,54135.6434901532,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,38.5,0,1,18929.5375683053,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,31.5,1,1,42115.8965410543,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,40.5,0,1,107098.963732504,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,26.5,1,1,12483.0122624458,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,28.5,0,1,12483.0122624458,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,29.5,0,1,12483.0122624458,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,32.5,0,1,12483.0122624458,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,31.5,0,1,20250.5571522012,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,37.5,0,1,20250.5571522012,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,35.5,0,1,35756.9598169832,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31.5,0,1,41752.097053433,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,31.5,1,1,19862.2430997819,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,33.5,0,1,29170.0408306574,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,39.5,1,1,15927.5470112712,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,21,0,1,48887.5789136626,34648.7006737247,32342.0074349442,20985.401459854,31502.6408450704,36158.0726965342,39774.1935483871
0,0,0,0,22,0,1,48887.5789136626,52695.1672862454,33720.802919708,47095.0704225352,59246.8300929839,45161.2903225806,48125.4781943382
1,0,0,0,24,0,1,48887.5789136626,53397.8873239437,30946.7455621302,50390.3225806452,62366.4881407804,68791.483113069,114685.673556664
1,0,0,0,25,0,1,48887.5789136626,30982.2485207101,28709.6774193548,31369.5485845448,32392.0704845815,52031.3613684961,56621.4532871972
0,0,0,0,30,0,1,48887.5789136626,18986.1591695502,20462.2132253711,21578.0839895013,NaN,NaN,NaN
0,0,0,0,34,0,1,48887.5789136626,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,34.5,0,4,18821.7593966312,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,20,0,2,23933.7258453671,4943.2146294514,7182.156133829,15445.2554744526,13709.5070422535,18084.5308537616,16783.8709677419
0,1,0,0,23,0,2,23933.7258453671,4809.85915492958,4568.04733727811,4677.41935483871,15098.6993114002,10359.765051395,9223.09337134711
1,0,0,0,26,0,2,23933.7258453671,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,27,0,2,23933.7258453671,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,29,0,2,23933.7258453671,12470.5882352941,10944.669365722,7117.45406824147,7346.08030592734,NaN,6134.96932515337
1,0,0,0,32.5,0,2,24182.7320841997,NaN,NaN,21165.6441717791,NaN,NaN,NaN
0,1,0,0,35.5,0,2,24182.7320841997,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,18,0,2,18857.7748310974,1354.08560311284,NaN,1105.34674430916,NaN,2083.33333333333,NaN
0,0,0,0,22,0,2,23933.7258453671,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,19,0,1,20095.4859007965,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,22,0,1,20095.4859007965,15776.6990291262,19438.9438943894,18134.7150259067,18072.2891566265,12041.3859480269,16728.624535316
0,1,0,0,26,0,1,20095.4859007965,51010.5871029836,59479.5539033457,77554.7445255475,77464.7887323944,31276.4158918005,57258.064516129
1,1,0,1,29,0,1,20095.4859007965,18485.9154929577,38045.6466610313,12096.7741935484,24162.2035195103,21848.0176211454,40166.0727013542
1,1,0,0,31,0,1,20095.4859007965,29838.7096774194,24866.1055853099,13215.859030837,27100.4989308624,27680.9688581315,22941.2955465587
1,0,0,0,27.5,0,1,52386.8322062187,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,20.5,0,1,18140.8484277808,NaN,10997.175037605,NaN,9952.35067118479,NaN,17128.7848067045
0,1,0,0,23.5,1,1,18140.8484277808,18728.7124227985,NaN,25386.9288997026,NaN,28353.3396942589,NaN
0,1,0,0,25.5,1,1,18140.8484277808,16495.1676128683,NaN,20957.7220664397,NaN,19513.5938066243,NaN
0,1,0,0,28.5,1,1,28110.7866873101,NaN,NaN,17124.1741568335,NaN,14296.1466089154,NaN
1,1,0,0,30.5,1,1,28110.7866873101,37921.2845520037,NaN,46006.5453168528,NaN,NaN,NaN
0,1,0,1,20.5,0,1,12933.5874821453,12096.7741935484,6581.48431522571,13587.3715124816,4258.01853171775,11035.9861591695,7948.71794871795
0,1,0,1,21.5,0,1,12933.5874821453,2350.4208110176,3284.8751835536,2908.05416963649,NaN,NaN,NaN
1,0,0,0,23.5,0,1,12933.5874821453,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,31.5,0,1,12933.5874821453,28455.2845528455,NaN,28349.082823791,NaN,30174.6956061408,NaN
0,1,0,1,26,1,2,10486.7796410996,13756.6741011084,NaN,44207.0439612178,NaN,50098.1653239456,NaN
1,1,0,1,28,0,2,10486.7796410996,1784.94793901845,NaN,9908.12681446555,NaN,4446.10159537269,NaN
1,0,0,1,38,0,4,10194.7877033872,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,27.5,0,1,28129.141965396,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,25,0,1,42632.8944459708,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,21,0,1,42632.8944459708,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,23.5,0,2,15106.9090603464,17834.3373493976,19095.2839268527,14832.7137546468,17348.5401459854,20598.5915492958,22961.9611158073
0,0,0,0,38.5,1,1,15106.9090603464,22085.8895705521,NaN,22131.8234610918,NaN,34441.3563090606,NaN
0,1,0,0,20.5,0,1,31348.3766275884,NaN,NaN,NaN,NaN,10392.8571428571,NaN
0,1,0,0,26,1,4,31348.3766275884,NaN,6878.96687089555,NaN,2003.53667778775,NaN,7251.11516626115
1,1,0,0,28,0,4,31348.3766275884,NaN,4007.07335557549,NaN,844.822925114896,NaN,0
1,0,0,0,18,0,1,19968.7094116056,26915.3031761309,20957.249070632,NaN,NaN,NaN,NaN
1,0,0,0,19,1,1,19968.7094116056,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,24,0,1,44821.4181845932,62079.6221322537,57740.157480315,NaN,NaN,NaN,NaN
1,0,0,0,25,0,1,44821.4181845932,40446.1942257218,NaN,NaN,NaN,NaN,NaN
1,0,0,0,27,0,1,44821.4181845932,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,1,28,0,2,10183.309652066,11500,14231.0635042081,16152.7165932452,6414.82537419815,7271.9723183391,17357.624831309
1,0,0,0,33,0,2,10183.309652066,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,34,0,1,10183.309652066,NaN,NaN,NaN,NaN,NaN,7247.38675958188
0,1,0,0,37,0,1,10183.309652066,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,28.5,0,1,27021.6441712757,NaN,NaN,NaN,NaN,NaN,NaN
1,1,1,0,29.5,0,1,27021.6441712757,9715.02590673575,9024.09638554217,9624.63907603465,23276.0223048327,NaN,NaN
1,1,1,0,32.5,0,1,27021.6441712757,31750,39083.9416058394,40785.2112676056,41599.3237531699,NaN,NaN
0,1,1,0,32.5,0,1,27021.6441712757,1672.8624535316,3832.11678832117,NaN,NaN,NaN,NaN
0,1,1,0,34.5,0,1,27021.6441712757,24911.9718309859,NaN,NaN,NaN,NaN,NaN
1,0,1,0,40.5,0,1,27021.6441712757,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,40.5,0,1,27021.6441712757,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,17,0,2,10394.6686658645,NaN,510.907883308639,NaN,0,NaN,70.1237837225711
0,1,0,0,20,0,2,17596.2561704924,NaN,6420.36907950251,NaN,10453.2348406317,NaN,10137.8751013788
1,1,0,0,19,0,2,10394.6686658645,NaN,55.0317349671644,NaN,16439.0184412485,NaN,1244.00175723168
1,0,0,0,28,0,2,17596.2561704924,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,32,0,2,17596.2561704924,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,35,0,2,17596.2561704924,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,30,1,1,13672.7716764886,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,23,0,1,23762.5936681935,NaN,30190.0112864196,NaN,32101.8453975126,NaN,30488.6016185092
0,1,0,0,26,1,1,23762.5936681935,44942.5835565176,NaN,51395.0712997726,NaN,52379.0213571236,NaN
0,0,0,0,29,0,1,23762.5936681935,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,30,0,1,23762.5936681935,19937.8210327115,NaN,27957.5179057277,NaN,28933.4825393159,NaN
0,1,0,0,20,0,2,3163.19074066979,3607.36196319018,3570.2479338843,3145.63106796116,2851.48514851485,2686.0103626943,2734.93975903614
1,1,0,0,21,0,2,3163.19074066979,9115.70247933884,6740.29126213592,3619.36193619362,7366.83937823834,7329.3172690763,6737.24735322425
0,0,0,0,24,0,2,3163.19074066979,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,26.5,0,1,23274.5662671508,NaN,NaN,13937.6464541756,NaN,10454.6836982968,NaN
0,1,0,0,34.5,0,1,23274.5662671508,16892.4004508038,NaN,11591.4702234449,NaN,NaN,NaN
0,0,0,0,46.5,0,1,23274.5662671508,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,22,0,2,6518.89258510331,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,13,0,2,3163.19074066979,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,18,0,2,3163.19074066979,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,41.5,0,4,27675.2373366659,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,19.5,0,1,27457.7762944359,NaN,22929.8895696518,NaN,33581.0169255294,NaN,41438.5644768857
0,1,0,0,25.5,0,1,27457.7762944359,NaN,8958.07205623169,NaN,6481.30080005735,NaN,33132.2857220134
1,1,0,0,26,0,1,7021.9792314633,17974.0134744947,19821.56133829,15732.6642335766,8351.2323943662,1141.16652578191,4282.25806451613
0,1,0,1,28,0,1,7021.9792314633,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,29,0,1,7021.9792314633,5502.64084507042,21293.3220625528,9274.1935483871,15103.2899770467,2070.4845814978,712.758374910905
0,1,0,0,31,0,1,7021.9792314633,9677.41935483871,7115.53175210406,11545.5212922173,35607.982893799,26330.7958477509,23090.4183535762
0,1,0,0,38,0,1,7021.9792314633,13425.1968503937,16571.0643722116,NaN,13190.1840490798,NaN,16724.7386759582
0,1,0,0,41,0,5,7021.9792314633,7585.27607361963,NaN,8985.48199767712,NaN,16620.3446359088,NaN
1,0,0,0,44.5,0,1,22923.1709924333,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,1,30,0,1,22614.7877012349,3649.63503649635,2679.57746478873,NaN,NaN,NaN,NaN
1,1,0,0,31,0,1,22614.7877012349,8195.42253521127,5367.70921386306,0.806451612903226,0.765110941086458,293.685756240822,1710.62009978617
1,1,0,0,39,0,5,28264.1923734109,15680.6842480399,14836.678200692,20614.709851552,NaN,NaN,NaN
0,1,0,1,26.5,0,2,11061.6314451118,4067.32976281561,3638.76651982379,3779.04490377762,3591.6955017301,8927.12550607287,7873.35958005249
0,1,0,0,28.5,0,2,11061.6314451118,14967.925873129,NaN,NaN,NaN,NaN,NaN
1,1,0,0,20,0,1,19131.1330881975,NaN,NaN,NaN,3744.49339207048,2138.27512473272,16351.5570934256
0,1,0,0,21,1,1,19131.1330881975,18306.4516129032,3060.44376434583,1923.64170337739,2494.65431218817,15224.2214532872,16532.3886639676
1,1,0,0,22,0,5,19131.1330881975,NaN,NaN,2462.58018531718,36706.5743944637,2631.57894736842,4920.60367454068
0,0,1,0,28,0,2,26377.6489642914,NaN,NaN,NaN,NaN,NaN,NaN
0,1,1,1,31,0,2,26377.6489642914,13552.360602911,NaN,NaN,NaN,NaN,NaN
0,1,1,0,27,0,1,10316.5151203234,4242.35686492496,NaN,6111.16993118052,NaN,26797.619047619,NaN
0,1,1,0,28,1,1,10316.5151203234,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,1,29,0,1,10316.5151203234,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,1,31,0,1,10316.5151203234,NaN,NaN,NaN,NaN,NaN,NaN
0,1,1,0,22.5,0,2,25193.6758626071,NaN,13493.5416598933,NaN,10860.9714935613,NaN,8073.38170858124
0,1,1,0,35,0,1,10316.5151203234,37549.0699636791,NaN,35279.6675871321,NaN,42750.5744795891,NaN
0,1,1,0,24.5,0,2,25193.6758626071,NaN,20820.3397292439,NaN,13240.7641314669,NaN,16896.4585022979
0,1,1,0,26.5,0,1,25193.6758626071,NaN,8885.24961453697,NaN,13939.5782643958,NaN,16839.0921931444
0,1,1,0,28.5,1,5,25193.6758626071,NaN,7603.40632603406,NaN,4999.85417092002,NaN,13540.0446821475
1,1,1,0,29,0,4,25193.6758626071,NaN,12187.1445416175,NaN,19911.8304149227,NaN,11452.3725807636
1,0,0,0,22,0,1,22778.4933173666,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,23,0,1,22778.4933173666,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,24,0,1,22778.4933173666,30883.4951456311,30891.0891089109,17743.0051813472,19277.1084337349,22423.4841193455,32527.8810408922
1,0,0,0,26,0,1,22778.4933173666,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,19,0,1,15501.415315065,4992.71844660194,1493.94939493949,9948.18652849741,10861.4457831325,6190.56785370549,23040.8921933086
0,1,0,0,25,0,1,11385.2337947556,8909.84455958549,8311.24497991968,6487.00673724735,8721.18959107807,7534.67153284672,9642.60563380282
0,1,0,1,27,0,1,11385.2337947556,3973.0510105871,3881.04089219331,2627.73722627737,5218.30985915493,2495.35080304311,2554.83870967742
0,1,0,1,28,0,1,11385.2337947556,25486.9888475836,22299.2700729927,13980.6338028169,11506.3398140321,8148.38709677419,6353.48125478194
1,1,0,0,28,0,1,11385.2337947556,1605.94795539033,1587.59124087591,1576.58450704225,8820.79459002536,846.774193548387,8569.24254016832
0,1,0,0,29,0,1,11385.2337947556,10463.503649635,8950.70422535211,9332.20625528318,5575.8064516129,9921.95868400918,4636.56387665198
0,1,0,0,26,0,1,15501.415315065,NaN,NaN,NaN,NaN,NaN,1251.60370634355
1,1,0,0,32,0,1,11385.2337947556,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,34,0,1,15501.415315065,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,18,0,2,9554.73442305213,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,22,0,2,9554.73442305213,8457.38485971414,NaN,10912.6984126984,NaN,11648.699739437,NaN
1,0,0,0,18.5,0,2,21008.4385819435,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,23,0,2,9554.73442305213,NaN,NaN,NaN,NaN,NaN,3943.94100598011
0,1,0,0,19.5,0,2,21008.4385819435,6138.88888888889,NaN,5109.0788330864,NaN,8254.76024507466,NaN
1,0,0,0,20.5,0,1,21008.4385819435,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,22.5,0,1,21008.4385819435,NaN,9492.97428183586,NaN,14373.1979058686,NaN,16051.635577183
1,1,0,0,23.5,0,1,21008.4385819435,NaN,NaN,5226.61742031586,NaN,887.064071370641,NaN
1,1,0,0,37.5,0,2,9554.73442305213,0,NaN,6833.13403359069,NaN,3823.07143966516,NaN
0,1,0,0,27.5,0,1,21008.4385819435,760.340632603406,NaN,2291.59982833834,NaN,4511.62253541319,NaN
1,0,0,0,44.5,0,1,11956.8522297806,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,24.5,0,1,21008.4385819435,NaN,11325.2088469211,NaN,17274.0943498243,NaN,13594.1868362173
0,1,0,0,25.5,0,1,21008.4385819435,1230.43285103269,NaN,0,NaN,6336.89850712688,NaN
0,1,0,0,27,0,1,41575.5517185563,22262.7737226277,21478.8732394366,21048.1825866441,23080.6451612903,22188.2172915073,23421.4390602056
0,0,0,0,32,0,1,41575.5517185563,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,34,0,1,41575.5517185563,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,24,0,1,41575.5517185563,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,26,0,1,41575.5517185563,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,29,0,1,41575.5517185563,77768.3854606932,52722.5806451613,45983.1675592961,48458.1497797357,46329.2943692088,44289.9653979239
0,1,1,0,23.5,1,1,76488.6754755671,16550.9551643336,NaN,NaN,NaN,11978.8172844959,NaN
1,1,1,0,25.5,1,1,76488.6754755671,42674.5404163287,NaN,46206.9856295858,NaN,49182.2211248591,NaN
0,1,0,0,18,0,2,10865.5953273969,176.93661971831,3971.25950972105,812.903225806452,3608.26319816373,610.86637298091,421.240199572345
0,1,0,0,23,0,5,10865.5953273969,2652.17391304348,496.885813148789,980.431848852901,1622.70341207349,NaN,NaN
1,1,0,0,20,0,1,10865.5953273969,1250,2078.04131599082,NaN,NaN,NaN,NaN
1,1,0,0,25,0,5,10865.5953273969,20530.3643724696,19684.3832020997,1912.04588910134,NaN,NaN,NaN
1,0,0,0,27,0,5,10865.5953273969,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,29,0,5,10865.5953273969,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,31,0,5,10865.5953273969,11962.8339140534,NaN,23221.7898832685,NaN,10794.6003176284,NaN
0,0,0,0,15,0,2,3639.03301940277,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,21,0,2,3639.03301940277,6966.92568148145,NaN,1787.61419085006,NaN,4296.27951949964,NaN
0,1,0,0,29,1,2,19543.1141261701,16343.253968254,NaN,12840.5084926824,NaN,27457.1669662839,NaN
0,1,0,0,26,0,2,3639.03301940277,NaN,2112.05731278724,NaN,7708.10851350169,NaN,14336.5178987444
0,1,0,0,25,1,2,19543.1141261701,11712.0622568093,NaN,10397.0354685019,NaN,12519.8412698413,NaN
1,1,0,0,27,0,2,19543.1141261701,16622.5516146109,NaN,9623.01587301587,NaN,20900.7770444443,NaN
0,1,0,0,28,0,2,19543.1141261701,NaN,13095.2380952381,NaN,14764.3089041955,NaN,9756.66801188685
0,1,0,0,24,0,1,8997.126921548,6317.26907630522,7584.2155919153,3345.7249070632,3649.63503649635,4225.35211267606,NaN
0,1,0,0,27,0,1,8997.126921548,1923.35766423358,5739.43661971831,NaN,NaN,NaN,NaN
1,0,0,0,31,0,1,8997.126921548,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,33,0,5,8997.126921548,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,34,0,5,8997.126921548,NaN,NaN,NaN,NaN,NaN,NaN
0,1,1,0,23,0,2,8685.51885521575,NaN,6336.17193836172,NaN,2083.27257121667,NaN,3185.89286638764
1,1,1,0,25,0,2,8685.51885521575,NaN,13332.9444557867,NaN,7964.73216596909,NaN,3883.14252485404
1,0,1,0,31,0,2,8685.51885521575,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,43.5,0,1,35881.3860596275,NaN,NaN,NaN,NaN,NaN,NaN
0,1,1,0,20,1,2,8685.51885521575,24704.6630223429,NaN,22670.4530606201,NaN,22556.7721005677,NaN
1,0,0,0,30,0,1,6554.03537683322,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,31,0,1,6554.03537683322,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,32,0,5,6554.03537683322,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,28,0,2,8699.0748614793,5000,4812.31953801732,4200.74349442379,4298.35766423358,6978.87323943662,14571.4285714286
0,1,0,0,29,0,2,8699.0748614793,2983.63811357074,5018.5873605948,7215.32846715329,8434.85915492958,13222.3161453931,17022.5806451613
0,1,0,0,32,1,1,8699.0748614793,22007.0422535211,20287.4049027895,22177.4193548387,62356.5416985463,58370.0440528634,73057.7334283678
1,0,1,0,23,0,2,40552.7789588435,NaN,NaN,NaN,NaN,NaN,NaN
0,0,1,0,38.5,1,1,41655.2159427459,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,17,0,1,14936.8588575288,21872.572815534,12100.1100110011,9011.39896373057,12951.8072289157,23580.3657362849,19689.5910780669
1,1,0,0,18,0,1,14936.8588575288,20768.9768976898,15690.1554404145,7228.9156626506,26467.7574590953,28668.2156133829,32846.7153284672
1,0,0,0,27,0,1,14936.8588575288,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,20,1,1,18999.6476498185,NaN,24979.1411042945,NaN,24216.0278745645,NaN,22249.5831017232
1,0,0,0,21,0,1,18999.6476498185,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,22,0,1,18999.6476498185,NaN,15404.181184669,NaN,12896.0533629794,NaN,8046.58549497088
0,1,0,0,23,0,1,18999.6476498185,17012.7758420441,NaN,NaN,NaN,11911.0640550556,NaN
1,1,0,0,24,0,1,18999.6476498185,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,25,0,1,18999.6476498185,8684.82490272373,NaN,10994.1768131286,NaN,7061.50793650794,NaN
0,0,0,0,29,0,1,7970.36126147504,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,30,0,1,7970.36126147504,NaN,2415.20090291357,NaN,6772.57218329236,NaN,3048.86016185092
1,1,0,0,36.5,0,2,19607.1160448341,NaN,27485.3078114918,NaN,NaN,NaN,NaN
0,1,0,0,19,0,1,34108.7537374069,5443.78698224852,1091.93548387097,5377.19969395562,3744.49339207048,NaN,NaN
0,1,1,1,20,0,1,16961.1849416932,NaN,NaN,NaN,NaN,29223.0933713471,33485.8131487889
0,1,1,0,22,0,1,16961.1849416932,26855.3940321347,28193.8325991189,32074.1268709907,37782.6989619377,36775.3036437247,38777.5590551181
0,1,1,0,25,0,1,16961.1849416932,18.6851211072664,688.259109311741,1830.70866141732,696.622052262588,NaN,8954.60122699387
1,1,0,0,21,0,1,34108.7537374069,NaN,NaN,21931.5751960086,5328.0276816609,1848.17813765182,11351.0498687664
1,1,0,0,23,0,1,34108.7537374069,29579.4725588026,12456.7474048443,20917.004048583,11154.1994750656,36966.2205226259,NaN
0,0,0,0,32,0,1,34108.7537374069,NaN,NaN,NaN,NaN,NaN,NaN
1,1,1,0,33,0,1,16961.1849416932,NaN,19205.1139521957,NaN,979.354155637904,NaN,0
1,1,0,0,27.5,0,1,39228.39186244,NaN,34142.0191392514,NaN,20407.5560930563,NaN,NaN
1,0,0,0,31.5,0,1,39228.39186244,NaN,NaN,NaN,NaN,NaN,NaN
1,0,1,0,31.5,0,1,23191.7291268304,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,1,22,0,2,23500.181579838,24185.4838709677,71920.428462127,88252.5697503671,71275.8374910905,74377.1626297578,74226.0458839406
1,1,0,1,27,0,2,23500.181579838,9513.49527665317,8529.52755905512,NaN,NaN,NaN,NaN
0,0,0,0,31,0,2,23500.181579838,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,34.5,0,2,24498.3769576326,NaN,NaN,NaN,NaN,NaN,NaN
1,0,0,0,37.5,0,2,24498.3769576326,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,23.5,0,2,66885.9003912823,10909.2572105543,NaN,26845.0932684509,NaN,25290.9290145704,NaN
0,1,0,0,28.5,0,2,66885.9003912823,NaN,13938.2812904459,NaN,27433.1461954863,NaN,NaN
0,1,0,0,29.5,0,2,66885.9003912823,56549.5983783805,NaN,64487.2126764318,NaN,NaN,NaN
0,1,0,0,0,0,1,4706.12927762789,NaN,NaN,NaN,NaN,NaN,NaN
0,1,0,0,19,0,2,4706.12927762789,6046.83195592286,9808.25242718446,13997.799779978,NaN,NaN,NaN
0,1,0,1,20,0,2,4706.12927762789,14799.7572815534,13843.7843784378,8093.26424870466,5783.13253012048,6929.74013474495,NaN
0,1,0,0,27,0,2,4706.12927762789,8833.62676056338,7942.5190194421,7335.48387096774,7913.54246365723,4164.46402349486,2543.12188168211
0,1,0,1,19,1,2,8678.97951664464,12996.0317460317,NaN,5610.69748215306,NaN,7956.67168066918,NaN
1,1,0,0,20,0,2,8678.97951664464,NaN,26295.0353687594,NaN,4723.55725134828,NaN,0
0,1,0,1,26,0,2,8678.97951664464,NaN,12672.3438767234,NaN,30415.7795397634,NaN,20867.598274839
0,1,0,0,30,0,2,8678.97951664464,NaN,12810.0769791364,NaN,10803.2502482507,NaN,NaN
1,1,0,0,33.5,0,1,19921.1688084517,5169.67871485944,4829.64388835419,4438.66171003717,4590.32846715329,3776.40845070423,7261.20033812341
0,1,0,0,35.5,0,1,19921.1688084517,NaN,NaN,NaN,NaN,NaN,NaN
1,1,0,0,40.5,0,1,19921.1688084517,7543.99387911247,10499.2657856094,9175.33856022808,3071.9723183391,1686.90958164642,4295.27559055118
